,word,reading,meaning
896,共同,きょうどう,"1. doing together (as equals); sharing; common (land, etc.); joint (statement, etc.); cooperation; co-operation; collaboration; association$2. Kyoudou$"
897,文字,もじ字,1. letter (of alphabet); character$2. writing$3. Writing system$
898,文字,もじ字,1. Moji$
899,その他,そのほか,1. etc.; otherwise; besides; in addition; the rest; the others; and so forth$2. Et cetera$
900,関連,かんれん,1. relation; connection; relevance$
901,新しい,あたらしい,1. new; novel; fresh; recent; latest; up-to-date; modern$
902,国道,こくどう,1. national highway$2. National Highway$
903,国道,こくどう,1. Kokudou$
904,左,ひだり,1. left; left hand side$
905,左,さ,1. left (esp. in vertical Japanese writing); the following$
906,左,ひだり,1. Hidari$
907,スポーツ,スポーツ,1. sport; sports$2. Sport$
908,値,あたい,1. price; cost$2. value; worth; merit$3. value$4. Value$
909,値,ち,1. level; value$
910,値,ね,1. price; cost$2. value; worth; merit$
911,広島,ひろしま,1. Hiroshima (city)$2. atomic bombing of Hiroshima$
912,広島,ひろしま,1. Hiroshima$
913,営業,えいぎょう,1. business; trade; operations$2. sales$3. Sole proprietorship$
914,花,はな,1. flower; blossom; bloom; petal$2. cherry blossom$3. beauty$4. blooming (esp. of cherry blossoms)$5. ikebana$6. hanafuda$7. (the) best$8. glorious; lovely$9. Flower$
915,花,はな,1. Hana$
916,行,ぎょう,1. line (of text); row; verse$2. carya (austerities)$3. samskara (formations)$4. semi-cursive style (of writing Chinese characters); running style$
917,行,こう,1. going; travelling (traveling)$2. type of classical Chinese verse (usu. an epic)$3. district (of similar merchants); guild$4. bank$
918,母,はは,1. mother$
919,様,ざま,1. mess; sorry state; plight; sad sight$2. -ways; -wards$3. in the act of ...; just as one is ...$4. manner of ...; way of ...$
920,様,さま,1. Mr.; Mrs.; Miss; Ms.$2. makes words more polite (usu. in fixed expressions)$3. state; situation; appearance$
921,様,よう,1. appearing ...; looking ...$2. way to ...; method of ...ing$3. form; style; design$4. like; similar to$5. thing (thought or spoken)$
922,様,ちゃま,1. Mr.; Mrs.; Ms.$
923,様,よう,1. You$
924,輸送,ゆそう,1. transport; transportation$
925,野,の,1. plain; field$2. hidden (structural) member$3. wild$4. lacking a political post$
926,野,の,1. No$
927,屋,や,1. (something) shop$2. somebody who sells (something) or works as (something)$3. somebody with a (certain) personality trait$4. house$5. roof$
928,説,せつ,1. theory; doctrine$2. opinion; view$3. rumour; rumor; gossip; hearsay$
929,説,せつ,1. Setsu$
930,舞台,ぶたい,"1. stage (theatre, theater)$2. scene or setting (e.g. of novel, play, etc.)$3. Butai$4. Stage (theatre)$"
931,以前,いぜん,1. ago; since; before; previous$
932,方面,ほうめん,1. direction; district; area$2. field (e.g. of study); sphere; quarter; aspect; angle$
933,合併,がっぺい,"1. merger (of companies, towns, etc.); combination; union; amalgamation; consolidation; coalition; fusion; annexation; affiliation; incorporation$"
934,亜細亜,あじあ亜,1. Asia$2. Asia$
935,演奏,えんそう,1. musical performance$
936,工業,こうぎょう,1. (manufacturing) industry$
937,建築,けんちく,1. construction; architecture (of buildings)$2. Architecture$
938,春,はる,"1. spring; springtime$2. New Year$3. prime (of one's life, etc.)$4. adolescence; puberty$5. sexuality$6. Spring (season)$"
939,春,はる,1. Haru$
940,法人,ほうじん,1. corporate body; corporation; (legal) person; (juridical) person$2. Legal personality$
941,圏,けん,1. sphere; circle; range; area; zone; bloc$2. category$
942,街,がい,1. ... street; ... quarter; ... district$2. Town$
943,街,まち,1. Machi$
944,データ,データ,1. data; datum$2. Data$
945,送る,おくる,1. to send (a thing); to dispatch; to despatch; to transmit$2. to take or escort (a person somewhere); to see off (a person)$3. to bid farewell (to the departed); to bury$4. to spend (time); to live one's life$5. to pass (down the line)$6. to affix okurigana$
946,運用,うんよう,1. making use of; application; practical use; effective management (e.g. of funds)$2. operation; handling; steering (esp. a boat)$
947,高速,こうそく,1. high-speed; rapid; express$2. highway; freeway; expressway; motorway$
948,一覧,いちらん,1. look; glance; sight; inspection$2. summary; list; table; catalog; catalogue$
949,大正,たいしょう,1. Taishō era (1912.7.30-1926.12.25); Taisho era$2. Taishō period$
950,大正,たいしょう,1. Taishou$
951,区間,くかん,"1. section (of track, etc.); segment; dimension$2. interval$"
952,能力,のうりょく,1. ability; faculty$
953,能力,のうりき,1. low-ranking priest who does manual labour at a temple; male temple employee$
954,支配,しはい,1. domination; rule; control$2. direction; management; guidance$3. control (e.g. over one's emotions); determining (e.g. one's fate); governing; influence; holding sway over$
955,有名,ゆうめい,1. famous$2. fame$
956,銀行,ぎんこう,1. bank$2. Bank$
957,新聞,しんぶん,1. newspaper$2. Newspaper$
958,新聞,しんぶん,1. Shinbun$
959,翌年,よくねん,1. following year$
960,空港,くうこう,1. airport$2. Airport$
961,由来,ゆらい,1. origin; source; history; derivation; reason; destiny$
962,競馬,けいば,1. horse racing$2. Horse racing$
963,競馬,けいば,1. Keiba$
964,学者,がくしゃ,1. scholar$2. Academician$
965,韓国,かんこく,1. South Korea; Republic of Korea$2. Korean Empire (1897-1910)$3. Kankoku$
966,自ずから,おのずから,1. naturally; as a matter of course$
967,産業,さんぎょう,1. industry$2. livelihood; occupation$3. Sangyou$4. Industry$
968,整備,せいび,1. maintenance; servicing$2. putting in place; establishment; development; preparation; provision; outfitting$
969,口,くち,"1. mouth$2. opening; hole; gap; orifice$3. mouth (of a bottle); spout; nozzle; mouthpiece$4. gate; door; entrance; exit$5. speaking; speech; talk (i.e. gossip)$6. taste; palate$7. mouth (to feed)$8. opening (i.e. vacancy); available position$9. invitation; summons$10. kind; sort; type$11. opening (i.e. beginning)$12. counter for mouthfuls, shares (of money), and swords$13. Mouth$"
970,口,く,1. mouth; speech$2. counter for people or implements$
971,口,くち,1. Kuchi$
972,史,し,1. history$
973,史,ふひと,1. court historian$
974,史,ふみ,1. Fumi$
975,行政,ぎょうせい,1. administration; governance; the authorities; authority$2. Executive (government)$
976,試験,しけん,1. examination; exam; test$2. trial; experiment; test$
977,明,みょう,"1. vidya (wisdom)$2. mantra$3. the coming (July 4, etc.)$4. Ming Dynasty$"
978,明,めい,1. brightness$2. clarity; acumen$3. power of vision$4. nth year in the Meiji era (1868.9.8-1912.7.30)$
979,明,みん,"1. Ming dynasty (China, 1368-1644)$"
980,明,さや,1. clearly; brightly$2. cleanly; purely$
981,明,あかり,1. Akari$
982,妻,つま,1. wife$2. my dear; dear; honey$3. garnish (esp. one served with sashimi)$4. embellishment$
983,妻,さい,1. one's wife$
984,妻,つま,1. Tsuma$
985,方式,ほうしき,1. form; method; system; formula$
986,発展,はってん,"1. development; growth; expansion; extension; flourishing$2. development (of a situation, story, etc.); advancement; progression; unfolding$3. playing around; having an active sex life$4. Hatten$"
987,枠,わく,1. frame; framework$2. border; box$3. limit; restriction; quota$4. Structural system$
988,丸,まる,"1. circle$2. entirety; whole; full; complete$3. money; dough; moola$4. enclosure inside a castle's walls$5. soft-shelled turtle$6. suffix for ship names; suffix for names of people (esp. infants); suffix for names of swords, armour, musical instruments, etc.; suffix for names of dogs, horses, etc.$"
989,丸,がん,1. fishball; meatball$2. pill$
990,丸,まる,1. Maru$
991,状況,じょうきょう,1. state of affairs (around you); situation; circumstances$
992,基づく,もとづく,1. to be grounded on; to be based on; to be due to; to originate from$
993,主要,しゅよう,1. chief; main; principal; major$
994,既に,すでに,1. already; too late$
995,変化,へんか,1. change; variation; alteration; mutation; transition; transformation; transfiguration; metamorphosis$2. variety; diversity$3. inflection; declension; conjugation$4. sidestepping$
996,変化,へんげ,1. shapeshifting (of an animal or spirit); goblin; ghost; apparition; bugbear$2. incarnation$3. transformation$
997,神社,じんじゃ,1. Shinto shrine$2. Shinto shrine$
998,神社,じんじゃ,1. Jinja$
999,違う,ちがう,"1. to differ (from); to vary$2. to not be in the usual condition$3. to not match the correct (answer, etc.)$4. to be different from promised$5. isn't it?; wasn't it?$"
1000,違う,たがう,1. to differ; to be different$2. to run counter to$3. to change (into something out of the ordinary)$
1001,当,とう,1. this (business organisation or place)$2. Tou$
1002,右,みぎ,1. right; right hand side$2. afore-mentioned (esp. in vertical Japanese writing); foregoing; forgoing; above$
1003,右,みぎ,1. Migi$
1004,両,りょう,"1. both (hands, parents, sides, etc.)$2. counter for carriages (e.g. in a train); counter for vehicles$3. ryō; tael; traditional unit of weight (for gold, silver and drugs), 4-5 monme, 15-19 g$4. ryō; pre-Meiji unit of currency, orig. the value of one ryō of gold$5. ryō; traditional measure of fabric, 2 tan$6. ryō; tael; unit of weight under the Ritsuryo system, 1/16 kin, 42-43 g$7. Ryou$8. Tael$"
1005,両,りゃん,1. two$
1006,対戦,たいせん,1. waging war; competition$
1007,制度,せいど,1. system; institution; organization; organisation$2. Institution$
1008,広い,ひろい,1. spacious; vast; wide$
1009,番号,ばんごう,1. number; series of digits$
1010,戻る,もどる,1. to turn back (e.g. half-way)$2. to return; to go back$3. to recover (e.g. something lost); to be returned$4. to rebound; to spring back$
1011,成立,せいりつ,"1. formation; establishment; materialization; coming into existence$2. conclusion (e.g. of a deal); approval; completion; arrangement$3. being valid (of a theory, argument, etc.); holding; applying$"
1012,港,みなと,1. harbour; harbor; port$
1013,港,こう,1. harbour$
1014,港,みなと,1. Minato$
1015,新,しん,"1. new; neo-$2. newness; novelty$3. Gregorian calendar$4. Xin dynasty (China, 9-23 CE); Hsin dynasty$5. Xin Dynasty$"
1016,新,さら,1. new; unused$2. new$3. obvious; natural$
1017,新,しん,1. Shin$
1018,通信,つうしん,1. correspondence; communication; transmission; news; signal; telecommunications$
1019,内,うち,1. inside; within$2. while$3. among; amongst; between$4. we; our$5. my spouse$6. imperial palace grounds$7. emperor$8. I; me$
1020,内,ない,1. inside; within$
1021,内,ない,1. Nai$
1022,連載,れんさい,1. serialization; serialisation; serial story$
1023,装置,そうち,1. equipment; device; installation; apparatus$2. stage setting$
1024,後半,こうはん,1. second half; latter half$
1025,頃,ころ,1. (approximate) time; around; about; toward$2. suitable time (or condition)$3. time of year; season$
1026,頃,けい,1. qing (Chinese unit of land area equal to 100 mu)$
1027,移動,いどう,1. movement; transfer; migration; removal; travel$2. mobile; moving; traveling; travelling; roving$
1028,企画,きかく,1. planning; project; plan; design$2. Planning$
1029,電気,でんき,1. electricity$2. (electric) light$3. Electricity$
1030,平均,へいきん,1. average; mean$2. balance; equilibrium$3. Average$
1031,庁,ちょう,1. government office; agency; board$2. Chou$
1032,掲載,けいさい,1. publication (e.g. of an article in a newspaper); carrying (e.g. a story); running (e.g. a serial); insertion (e.g. of an advertisement); printing; posting (e.g. on the web)$
1033,清,しん,"1. Qing dynasty (China, 1644-1912); Ch'ing dynasty; Manchu dynasty$2. Shin$3. Qing Dynasty$"
1034,清,きよ,1. Kiyo$
1035,祭,まつり,1. festival; feast$2. harassment by an Internet pitchfork mob; online shaming; flaming$3. Japanese festivals$
1036,祭,まつり,1. Matsuri$
1037,民,たみ,1. people; citizens; subjects; folk$
